Year,SERIES,UNIT_MEASURE,Type of product,Observation status,Unit multiplier,Reporting type,Base period,Value
2001,"Domestic material consumption [8.4.2,12.2.2]",Metric Tons,Non-ferrous ores (material flows),Normal value,Units,Global,,2177769.33586
2002,"Domestic material consumption [8.4.2,12.2.2]",Metric Tons,Non-ferrous ores (material flows),Normal value,Units,Global,,3132931.71283
2003,"Domestic material consumption [8.4.2,12.2.2]",Metric Tons,Non-ferrous ores (material flows),Normal value,Units,Global,,2659491.22448
2004,"Domestic material consumption [8.4.2,12.2.2]",Metric Tons,Non-ferrous ores (material flows),Normal value,Units,Global,,2898090.37396
2005,"Domestic material consumption [8.4.2,12.2.2]",Metric Tons,Non-ferrous ores (material flows),Normal value,Units,Global,,2889102.18852
2006,"Domestic material consumption [8.4.2,12.2.2]",Metric Tons,Non-ferrous ores (material flows),Normal value,Units,Global,,2908996.35743
2007,"Domestic material consumption [8.4.2,12.2.2]",Metric Tons,Non-ferrous ores (material flows),Normal value,Units,Global,,2577909.40167
2008,"Domestic material consumption [8.4.2,12.2.2]",Metric Tons,Non-ferrous ores (material flows),Normal value,Units,Global,,2360819.37091
2009,"Domestic material consumption [8.4.2,12.2.2]",Metric Tons,Non-ferrous ores (material flows),Normal value,Units,Global,,1993423.19758
2010,"Domestic material consumption [8.4.2,12.2.2]",Metric Tons,Non-ferrous ores (material flows),Normal value,Units,Global,,2528302.82661
2011,"Domestic material consumption [8.4.2,12.2.2]",Metric Tons,Non-ferrous ores (material flows),Normal value,Units,Global,,2474192.12367
2012,"Domestic material consumption [8.4.2,12.2.2]",Metric Tons,Non-ferrous ores (material flows),Normal value,Units,Global,,1764992.78801
2013,"Domestic material consumption [8.4.2,12.2.2]",Metric Tons,Non-ferrous ores (material flows),Normal value,Units,Global,,2234331.45265
2014,"Domestic material consumption [8.4.2,12.2.2]",Metric Tons,Non-ferrous ores (material flows),Normal value,Units,Global,,981478.695
2015,"Domestic material consumption [8.4.2,12.2.2]",Metric Tons,Non-ferrous ores (material flows),Normal value,Units,Global,,1439270.22298
2016,"Domestic material consumption [8.4.2,12.2.2]",Metric Tons,Non-ferrous ores (material flows),Normal value,Units,Global,,2749469.47517
2017,"Domestic material consumption [8.4.2,12.2.2]",Metric Tons,Non-ferrous ores (material flows),Normal value,Units,Global,,3610620.29425
2018,"Domestic material consumption [8.4.2,12.2.2]",Metric Tons,Non-ferrous ores (material flows),Normal value,Units,Global,,2948642.41885
2019,"Domestic material consumption [8.4.2,12.2.2]",Metric Tons,Non-ferrous ores (material flows),Normal value,Units,Global,,2856179.07178
2000,"Domestic material consumption [8.4.2,12.2.2]",Metric Tons,Non-metallic minerals (material flows),Normal value,Units,Global,,381086998.24411
2001,"Domestic material consumption [8.4.2,12.2.2]",Metric Tons,Non-metallic minerals (material flows),Normal value,Units,Global,,391744412.011
2002,"Domestic material consumption [8.4.2,12.2.2]",Metric Tons,Non-metallic minerals (material flows),Normal value,Units,Global,,371743554.32022
2003,"Domestic material consumption [8.4.2,12.2.2]",Metric Tons,Non-metallic minerals (material flows),Normal value,Units,Global,,365097709.68889
2004,"Domestic material consumption [8.4.2,12.2.2]",Metric Tons,Non-metallic minerals (material flows),Normal value,Units,Global,,379836863.82089
2005,"Domestic material consumption [8.4.2,12.2.2]",Metric Tons,Non-metallic minerals (material flows),Normal value,Units,Global,,367295138.514
2006,"Domestic material consumption [8.4.2,12.2.2]",Metric Tons,Non-metallic minerals (material flows),Normal value,Units,Global,,370794445.46789
2007,"Domestic material consumption [8.4.2,12.2.2]",Metric Tons,Non-metallic minerals (material flows),Normal value,Units,Global,,372948934.59856
2008,"Domestic material consumption [8.4.2,12.2.2]",Metric Tons,Non-metallic minerals (material flows),Normal value,Units,Global,,330526204.07333
2009,"Domestic material consumption [8.4.2,12.2.2]",Metric Tons,Non-metallic minerals (material flows),Normal value,Units,Global,,262377397.47933
2010,"Domestic material consumption [8.4.2,12.2.2]",Metric Tons,Non-metallic minerals (material flows),Normal value,Units,Global,,257082097.63533
2011,"Domestic material consumption [8.4.2,12.2.2]",Metric Tons,Non-metallic minerals (material flows),Normal value,Units,Global,,270227715.11167
2012,"Domestic material consumption [8.4.2,12.2.2]",Metric Tons,Non-metallic minerals (material flows),Normal value,Units,Global,,244252744.5035
2013,"Domestic material consumption [8.4.2,12.2.2]",Metric Tons,Non-metallic minerals (material flows),Normal value,Units,Global,,246672501.86904
2014,"Domestic material consumption [8.4.2,12.2.2]",Metric Tons,Non-metallic minerals (material flows),Normal value,Units,Global,,330476057.705
2015,"Domestic material consumption [8.4.2,12.2.2]",Metric Tons,Non-metallic minerals (material flows),Normal value,Units,Global,,351850362.84789
2016,"Domestic material consumption [8.4.2,12.2.2]",Metric Tons,Non-metallic minerals (material flows),Normal value,Units,Global,,370045741.62939
2017,"Domestic material consumption [8.4.2,12.2.2]",Metric Tons,Non-metallic minerals (material flows),Normal value,Units,Global,,366398194.0262
2018,"Domestic material consumption [8.4.2,12.2.2]",Metric Tons,Non-metallic minerals (material flows),Normal value,Units,Global,,376503201.04227
2019,"Domestic material consumption [8.4.2,12.2.2]",Metric Tons,Non-metallic minerals (material flows),Normal value,Units,Global,,376172596.92986
2000,"Domestic material consumption [8.4.2,12.2.2]",Metric Tons,Fossil fuels (material flows),Normal value,Units,Global,,221290487.423
2001,"Domestic material consumption [8.4.2,12.2.2]",Metric Tons,Fossil fuels (material flows),Normal value,Units,Global,,233352990.082
2002,"Domestic material consumption [8.4.2,12.2.2]",Metric Tons,Fossil fuels (material flows),Normal value,Units,Global,,219015618.785
2003,"Domestic material consumption [8.4.2,12.2.2]",Metric Tons,Fossil fuels (material flows),Normal value,Units,Global,,220772413.973
2004,"Domestic material consumption [8.4.2,12.2.2]",Metric Tons,Fossil fuels (material flows),Normal value,Units,Global,,225829226.662
2005,"Domestic material consumption [8.4.2,12.2.2]",Metric Tons,Fossil fuels (material flows),Normal value,Units,Global,,227106318.224
2006,"Domestic material consumption [8.4.2,12.2.2]",Metric Tons,Fossil fuels (material flows),Normal value,Units,Global,,231827017.326
2007,"Domestic material consumption [8.4.2,12.2.2]",Metric Tons,Fossil fuels (material flows),Normal value,Units,Global,,219036804.497
2008,"Domestic material consumption [8.4.2,12.2.2]",Metric Tons,Fossil fuels (material flows),Normal value,Units,Global,,220351451.995
2009,"Domestic material consumption [8.4.2,12.2.2]",Metric Tons,Fossil fuels (material flows),Normal value,Units,Global,,203003392.674
2010,"Domestic material consumption [8.4.2,12.2.2]",Metric Tons,Fossil fuels (material flows),Normal value,Units,Global,,197651403.127
2011,"Domestic material consumption [8.4.2,12.2.2]",Metric Tons,Fossil fuels (material flows),Normal value,Units,Global,,190480230.647
2012,"Domestic material consumption [8.4.2,12.2.2]",Metric Tons,Fossil fuels (material flows),Normal value,Units,Global,,194117550.96
2013,"Domestic material consumption [8.4.2,12.2.2]",Metric Tons,Fossil fuels (material flows),Normal value,Units,Global,,195110685.251
2014,"Domestic material consumption [8.4.2,12.2.2]",Metric Tons,Fossil fuels (material flows),Normal value,Units,Global,,183493277.837
2015,"Domestic material consumption [8.4.2,12.2.2]",Metric Tons,Fossil fuels (material flows),Normal value,Units,Global,,162423115.507
2016,"Domestic material consumption [8.4.2,12.2.2]",Metric Tons,Fossil fuels (material flows),Normal value,Units,Global,,148904084.318
2017,"Domestic material consumption [8.4.2,12.2.2]",Metric Tons,Fossil fuels (material flows),Normal value,Units,Global,,145420037.456
2018,"Domestic material consumption [8.4.2,12.2.2]",Metric Tons,Fossil fuels (material flows),Normal value,Units,Global,,146524382.488
2019,"Domestic material consumption [8.4.2,12.2.2]",Metric Tons,Fossil fuels (material flows),Normal value,Units,Global,,133811088.00886
2000,"Domestic material consumption [8.4.2,12.2.2]",Metric Tons,Coal (material flows),Normal value,Units,Global,,61779000.0
2001,"Domestic material consumption [8.4.2,12.2.2]",Metric Tons,Coal (material flows),Normal value,Units,Global,,74157000.0
2002,"Domestic material consumption [8.4.2,12.2.2]",Metric Tons,Coal (material flows),Normal value,Units,Global,,63951000.0
2003,"Domestic material consumption [8.4.2,12.2.2]",Metric Tons,Coal (material flows),Normal value,Units,Global,,65529000.0
2004,"Domestic material consumption [8.4.2,12.2.2]",Metric Tons,Coal (material flows),Normal value,Units,Global,,66369000.0
2005,"Domestic material consumption [8.4.2,12.2.2]",Metric Tons,Coal (material flows),Normal value,Units,Global,,69979000.0
2006,"Domestic material consumption [8.4.2,12.2.2]",Metric Tons,Coal (material flows),Normal value,Units,Global,,74935000.0
2007,"Domestic material consumption [8.4.2,12.2.2]",Metric Tons,Coal (material flows),Normal value,Units,Global,,66834000.0
2008,"Domestic material consumption [8.4.2,12.2.2]",Metric Tons,Coal (material flows),Normal value,Units,Global,,67082000.0
2009,"Domestic material consumption [8.4.2,12.2.2]",Metric Tons,Coal (material flows),Normal value,Units,Global,,60127000.0
2010,"Domestic material consumption [8.4.2,12.2.2]",Metric Tons,Coal (material flows),Normal value,Units,Global,,50249000.0
2011,"Domestic material consumption [8.4.2,12.2.2]",Metric Tons,Coal (material flows),Normal value,Units,Global,,55823000.0
2012,"Domestic material consumption [8.4.2,12.2.2]",Metric Tons,Coal (material flows),Normal value,Units,Global,,65656000.0
2013,"Domestic material consumption [8.4.2,12.2.2]",Metric Tons,Coal (material flows),Normal value,Units,Global,,68911000.0
2014,"Domestic material consumption [8.4.2,12.2.2]",Metric Tons,Coal (material flows),Normal value,Units,Global,,59780000.0
2015,"Domestic material consumption [8.4.2,12.2.2]",Metric Tons,Coal (material flows),Normal value,Units,Global,,35478000.0
2016,"Domestic material consumption [8.4.2,12.2.2]",Metric Tons,Coal (material flows),Normal value,Units,Global,,15015000.0
2017,"Domestic material consumption [8.4.2,12.2.2]",Metric Tons,Coal (material flows),Normal value,Units,Global,,13770000.0
2018,"Domestic material consumption [8.4.2,12.2.2]",Metric Tons,Coal (material flows),Normal value,Units,Global,,14503000.0
2019,"Domestic material consumption [8.4.2,12.2.2]",Metric Tons,Coal (material flows),Normal value,Units,Global,,9474007.14286
2000,"Domestic material consumption [8.4.2,12.2.2]",Metric Tons,Oil shale and tar sands (material flows),Normal value,Units,Global,,0.0
2001,"Domestic material consumption [8.4.2,12.2.2]",Metric Tons,Oil shale and tar sands (material flows),Normal value,Units,Global,,0.0
2002,"Domestic material consumption [8.4.2,12.2.2]",Metric Tons,Oil shale and tar sands (material flows),Normal value,Units,Global,,0.0
2003,"Domestic material consumption [8.4.2,12.2.2]",Metric Tons,Oil shale and tar sands (material flows),Normal value,Units,Global,,0.0
2004,"Domestic material consumption [8.4.2,12.2.2]",Metric Tons,Oil shale and tar sands (material flows),Normal value,Units,Global,,0.0
2005,"Domestic material consumption [8.4.2,12.2.2]",Metric Tons,Oil shale and tar sands (material flows),Normal value,Units,Global,,0.0
2006,"Domestic material consumption [8.4.2,12.2.2]",Metric Tons,Oil shale and tar sands (material flows),Normal value,Units,Global,,0.0
2007,"Domestic material consumption [8.4.2,12.2.2]",Metric Tons,Oil shale and tar sands (material flows),Normal value,Units,Global,,0.0
2008,"Domestic material consumption [8.4.2,12.2.2]",Metric Tons,Oil shale and tar sands (material flows),Normal value,Units,Global,,0.0
2009,"Domestic material consumption [8.4.2,12.2.2]",Metric Tons,Oil shale and tar sands (material flows),Normal value,Units,Global,,0.0
2010,"Domestic material consumption [8.4.2,12.2.2]",Metric Tons,Oil shale and tar sands (material flows),Normal value,Units,Global,,0.0
2011,"Domestic material consumption [8.4.2,12.2.2]",Metric Tons,Oil shale and tar sands (material flows),Normal value,Units,Global,,0.0
2012,"Domestic material consumption [8.4.2,12.2.2]",Metric Tons,Oil shale and tar sands (material flows),Normal value,Units,Global,,0.0
2013,"Domestic material consumption [8.4.2,12.2.2]",Metric Tons,Oil shale and tar sands (material flows),Normal value,Units,Global,,0.0
2014,"Domestic material consumption [8.4.2,12.2.2]",Metric Tons,Oil shale and tar sands (material flows),Normal value,Units,Global,,0.0
2015,"Domestic material consumption [8.4.2,12.2.2]",Metric Tons,Oil shale and tar sands (material flows),Normal value,Units,Global,,0.0
2016,"Domestic material consumption [8.4.2,12.2.2]",Metric Tons,Oil shale and tar sands (material flows),Normal value,Units,Global,,0.0
2017,"Domestic material consumption [8.4.2,12.2.2]",Metric Tons,Oil shale and tar sands (material flows),Normal value,Units,Global,,0.0
2018,"Domestic material consumption [8.4.2,12.2.2]",Metric Tons,Oil shale and tar sands (material flows),Normal value,Units,Global,,0.0
2019,"Domestic material consumption [8.4.2,12.2.2]",Metric Tons,Oil shale and tar sands (material flows),Normal value,Units,Global,,0.0
2000,"Domestic material consumption [8.4.2,12.2.2]",Metric Tons,Petroleum (material flows),Normal value,Units,Global,,87714000.0
2001,"Domestic material consumption [8.4.2,12.2.2]",Metric Tons,Petroleum (material flows),Normal value,Units,Global,,83312000.0
2002,"Domestic material consumption [8.4.2,12.2.2]",Metric Tons,Petroleum (material flows),Normal value,Units,Global,,85768000.0
2003,"Domestic material consumption [8.4.2,12.2.2]",Metric Tons,Petroleum (material flows),Normal value,Units,Global,,85352000.0
2004,"Domestic material consumption [8.4.2,12.2.2]",Metric Tons,Petroleum (material flows),Normal value,Units,Global,,93388000.0
2005,"Domestic material consumption [8.4.2,12.2.2]",Metric Tons,Petroleum (material flows),Normal value,Units,Global,,89506000.0
2006,"Domestic material consumption [8.4.2,12.2.2]",Metric Tons,Petroleum (material flows),Normal value,Units,Global,,85826000.0
2007,"Domestic material consumption [8.4.2,12.2.2]",Metric Tons,Petroleum (material flows),Normal value,Units,Global,,82931000.0
2008,"Domestic material consumption [8.4.2,12.2.2]",Metric Tons,Petroleum (material flows),Normal value,Units,Global,,83471000.0
